name7924,0,1.936777
name8265,0,28.244335
name8611,0,0
name19995,0,0
name19998,0,46.315534
name8612,1,1
name18249,1.607727,1.623967
name18250,1.607727,1.623967
name18251,1.607727,1.623967
name18252,1.607727,1.623967
name18253,1.607727,1.623967
name18254,1.607727,1.623967
name18255,1.607727,1.623967
name18256,1.607727,1.623967
name18257,1.607727,1.623967
name18258,1.607727,1.623967
name18259,1.607727,1.623967
name18260,1.607727,1.623967
name18261,1.607727,1.623967
name18262,1.607727,1.623967
name18263,1.607727,1.623967
name18264,1.607727,1.623967
name18265,1.607727,1.623967
name18266,1.607727,1.623967
name18267,1.607727,1.623967
name18268,1.607727,1.623967
name18269,1.607727,1.623967
name18270,1.607727,1.623967
name18271,1.607727,1.623967
name18272,1.607727,1.623967
name18273,1.607727,1.623967
name18274,1.607727,1.623967
name18275,1.607727,1.623967
name18276,1.607727,1.623967
name18277,1.607727,1.623967
name18278,1.607727,1.623967
name18279,1.607727,1.623967
name18280,1.607727,1.623967
name18281,1.607727,1.623967
name18282,1.607727,1.623967
name18283,1.607727,1.623967
name18284,1.607727,1.623967
name18285,1.607727,1.623967
name18286,1.607727,1.623967
name18287,1.607727,1.623967
name18288,1.607727,1.623967
name18289,1.607727,1.623967
name18290,1.607727,1.623967
name18291,1.607727,1.623967
name18292,1.607727,1.623967
name18293,1.607727,1.623967
name18294,1.607727,1.623967
name18295,1.607727,1.623967
name18296,1.607727,1.623967
name18297,1.607727,1.623967
name18298,1.607727,1.623967
name18299,1.607727,1.623967
name18300,1.607727,1.623967
name18301,1.607727,1.623967
name18302,1.607727,1.623967
name18303,1.607727,1.623967
name18304,1.607727,1.623967
name18305,1.607727,1.623967
name18306,1.607727,1.623967
name18307,1.607727,1.623967
name18308,1.607727,1.623967
name18309,1.607727,1.623967
name18310,1.607727,1.623967
name18311,1.607727,1.623967
name18312,1.607727,1.623967
name18313,1.607727,1.623967
name18314,1.607727,1.623967
name18315,1.607727,1.623967
name18316,1.607727,1.623967
name18317,1.607727,1.623967
name18318,1.607727,1.623967
name18319,1.607727,1.623967
name18320,1.607727,1.623967
name18321,1.607727,1.623967
name18322,1.607727,1.623967
name18323,1.607727,1.623967
name18324,1.607727,1.623967
name18325,1.607727,1.623967
name18326,1.607727,1.623967
name18327,1.607727,1.623967
name18328,1.607727,1.623967
name18329,1.607727,1.623967
name18330,1.607727,1.623967
name18331,1.607727,1.623967
name18332,1.607727,1.623967
name18333,1.607727,1.623967
name18334,1.607727,1.623967
name18335,1.607727,1.623967
name18336,1.607727,1.623967
name18337,1.607727,1.623967
name18338,1.607727,1.623967
name18339,1.607727,1.623967
name18340,1.607727,1.623967
name18341,1.607727,1.623967
name18342,1.607727,1.623967
name18343,1.607727,1.623967
name18344,1.607727,1.623967
name18345,1.607727,1.623967
name18346,1.607727,1.623967
name18347,1.607727,1.623967
name18348,1.607727,1.623967
name18349,1.607727,1.623967
name18350,1.607727,1.623967
name18351,1.607727,1.623967
name18352,1.607727,1.623967
name18353,1.607727,1.623967
